00000000 00000000 00000000 00000000 00000000 00000000 00000000 000012D0 0000366A 00001288 FFFFC78F FFFFE29F 00000000 00000000 00002381 00004F79 00007569 0000751C 000023B1 FFFFD5AE FFFFE10D 000003E9 FFFFF446 FFFFFBD4 FFFFFE55 FFFFFF43 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFE1D9 000001A3 FFFFEE07 FFFFCD37 FFFFFB62 00000000 00000000 000016FA 000045F5 00006503 0000464D FFFFDFA5 FFFF9B3B FFFFCE08 0000091B FFFFF8A2 FFFFEC92 FFFFEF4E FFFFFABE FFFFFFE5 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFB6AE FFFFF60D 000010E3 FFFFF6EF 00000B55 00000000 00000000 FFFFF3F5 00000ECB 00002B0F 00002BCA FFFFD537 FFFF9552 FFFFD6BD 00002B45 00000AB1 FFFFE2EE FFFFD9BF FFFFEE4E FFFFFDDB 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFBC09 00000C45 00002E95 0000079F 0000012C 00000000 00000000 FFFFBC51 FFFFC99D FFFFF398 00001A5C FFFFE3A8 FFFFAAD3 FFFFE68C 0000444B 000021BD FFFFF507 FFFFD982 FFFFDCE1 FFFFF2FB 00000000 
FFFFDB6F 00000DE2 00004285 000043C2 00001CD8 00000456 00000060 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFD58 00000000 FFFFFD58 FFFFE560 FFFFC277 FFFFC700 FFFFE3D3 FFFFE583 00000390 FFFFD1D4 FFFF7C52 FFFF6D27 FFFF960F FFFFC263 FFFFFDDA 
00001766 00002883 00002A59 00001A26 0000088A 000000F6 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFDBC FFFFF9C3 FFFFF81A FFFFF3C5 FFFFE6BF 00000000 FFFFEAE8 FFFFBD97 FFFFA0FD FFFF954D FFFF9796 FFFFC552 
0000063E 00000878 000007CA 0000047A 0000016A 00000028 00000000 00000000 00000000 0000014A 000007B3 00001218 0000128E 00000681 00000087 00000246 00000341 00000077 FFFFFEC0 FFFFFF1D FFFFFD0C 00000000 FFFFFD6C FFFFF21F FFFFD0DD FFFFAA6C FFFF9C5C FFFFA720 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 0000059D 00001E41 000042F3 00004A43 00002F6B 000005F4 00001AC7 0000306B 00002582 00001492 00001131 00000BE1 00000120 FFFFFFD8 FFFFFEF4 FFFFFCFD FFFFEE2C FFFFC4E1 FFFF964E 
FFFFFFE5 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 000009C4 000033AA 000072A0 00008DC8 00007CA3 0000156C 00005984 00009848 00007632 0000433C 000037AC 00002CF1 00000750 00000000 0000059D 00001ECF 0000414B 000027CB FFFFC748 
FFFFFDDB 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFE48 FFFFFE5F 0000165C 00004556 00006085 00006420 00001E45 000079E1 0000B3BE 00007A0F 000051A6 00005AEE 000064EF 000016C8 00000000 00001521 00006244 0000BB75 00009580 000015C3 
FFFFF2FB 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFF77C FFFFDB6F FFFFCC96 FFFFE409 FFFFF3E1 FFFFF946 FFFFF8E7 000033AA 00005443 000030EA 00003CF9 000045AB 00004C19 000008A0 FFFFFF10 00001CDD 00007755 0000B430 0000621E FFFFD06D 
00000570 00000000 00000000 FFFFFFEC 000011FC 00003D64 0000454A 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00001294 FFFFF295 00000D69 00004F58 000027D7 FFFFF7A8 00000780 FFFFAF5D FFFFAA39 FFFFC344 FFFFE9AF 00002D2A 000065C8 00003BFA 
00000AB0 00000000 00000000 FFFFFE5C 00001483 000055AB 00005C92 00000000 00000000 00000000 00000000 00000000 00000000 00000000 0000275D 00001D6D 000041A8 00004CB0 FFFFF720 FFFFDBCC 00000138 0000341F 0000448C 00006564 000093A0 0000A688 00005D26 FFFFEDCC 
00000D20 00000000 00000000 FFFFF54C FFFFFF0C 00005643 000068D7 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00003CD5 00004509 00003BCF FFFFF4DC FFFFA3A8 FFFFC574 00000000 0000493D 000056CC 00006A08 000074EF 000033F4 FFFFB5C0 FFFF90D0 
00000D08 00000000 00000000 FFFFE28C FFFFD734 00004799 0000714F 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00002CA9 000024E0 FFFFFF95 FFFFBB83 FFFF9FC6 FFFFD532 00000000 00002803 00002A9F 0000220C FFFFFD03 FFFFB8D2 FFFF9B0A FFFFC284 
00000A80 00000000 00000000 FFFFD300 FFFFAFF1 00002ECB 0000780D 00000000 00000000 00000000 00000000 00000000 00000000 00000000 000007C6 00000A61 00000274 FFFFEB5F FFFFE244 FFFFF361 00000000 00000C56 FFFFFB99 FFFFE844 FFFFD0A0 FFFFC556 FFFFD6BA FFFFF09A 
00000330 00000000 00000000 FFFFCC20 FFFF97E8 00000EEE 00005FE5 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000093 0000021B 00000185 FFFFFD68 FFFFFB9D FFFFFE2C 00000000 FFFFFE54 FFFFF843 FFFFF2D3 FFFFEE6B FFFFF03C FFFFF843 FFFFFE55 
000000A8 00000000 00000000 FFFFCAA4 FFFF8714 FFFFDD3D 00002911 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
